,district,Year,mean,month,Visitors
445,Jayashankar Bhoopalpally,2016,81133.33333333333,May,
446,Jogulamba Gadwal ,2016,174467.0,May,
447,Kamareddy ,2016,42.333333333333336,May,
448,Karimnagar ,2016,763955.6666666666,May,1095642.0
449,Khammam,2016,417085.9166666667,May,433994.0
450,Komaram Bheem Asifabad,2016,0.0,May,
451,Mahabubabad ,2016,46667.333333333336,May,
452,Mahbubnagar,2016,692063.8333333334,May,571898.0
453,Mancherial,2016,2600.6666666666665,May,
454,Medak ,2016,288600.0,May,198000.0
455,Nagarkurnool ,2016,196157.66666666663,May,
456,Nalgonda,2016,488205.0833333333,May,628872.0
457,Nirmal,2016,305536.6666666667,May,
458,Nizamabad,2016,536.8333333333334,May,554.0
459,Peddapalli,2016,1081.3333333333333,May,
460,Rajanna Sircilla ,2016,725600.3333333334,May,
461,Sangareddy ,2016,259333.3333333333,May,
462,Siddipet,2016,119466.66666666669,May,
463,Wanaparthy ,2016,20046.0,May,
464,Warangal (Rural),2016,6466.666666666667,May,
465,Warangal (Urban),2016,2149002.9166666665,May,373788.0
466,Yadadri Bhongir,2016,576200.0,May,
467,Adilabad,2017,68781.66666666667,May,11752.0
468,Bhadradri Kothagudem ,2017,341193.0833333333,May,311626.0
469,Hyderabad,2017,2263353.5,May,2266793.0
470,Jagtial ,2017,303450.0833333333,May,468038.0
471,Jangaon ,2017,13809.0,May,12130.0
472,Jayashankar Bhoopalpally,2017,152584.16666666666,May,91150.0
473,Jogulamba Gadwal ,2017,187116.5833333333,May,131426.0
474,Kamareddy ,2017,45.0,May,60.0
475,Karimnagar ,2017,10331.333333333334,May,8890.0
476,Khammam,2017,128533.58333333331,May,138799.0
477,Komaram Bheem Asifabad,2017,4249.25,May,3416.0
478,Mahabubabad ,2017,11817.916666666666,May,10220.0
479,Mahbubnagar,2017,290685.75,May,214209.0
480,Mancherial,2017,15968.833333333334,May,1424.0
481,Medak ,2017,643905.75,May,556891.0
482,Nagarkurnool ,2017,221137.0833333333,May,183697.0
483,Nalgonda,2017,20159.666666666668,May,10750.0
484,Nirmal,2017,367090.25,May,297233.0
485,Nizamabad,2017,1829.0833333333333,May,1341.0
486,Peddapalli,2017,1241.5,May,640.0
487,Rajanna Sircilla ,2017,993278.9166666666,May,1117228.0
488,Sangareddy ,2017,235287.5,May,215000.0
489,Siddipet,2017,95476.75,May,80500.0
490,Wanaparthy ,2017,20391.75,May,11502.0
491,Warangal (Rural),2017,12020.833333333334,May,8500.0
492,Warangal (Urban),2017,118333.5,May,109915.0
493,Yadadri Bhongir,2017,583477.3333333334,May,458700.0
494,Adilabad,2018,53728.583333333336,May,8197.0
495,Bhadradri Kothagudem ,2018,316656.5,May,291273.0
496,Hyderabad,2018,1628637.5833333333,May,1189492.0
497,Jagtial ,2018,329410.0833333333,May,641363.0
498,Jangaon ,2018,24251.83333333333,May,19660.0
499,Jayashankar Bhoopalpally,2018,1407993.75,May,152050.0
500,Jogulamba Gadwal ,2018,169712.08333333334,May,131426.0
501,Kamareddy ,2018,47.66666666666666,May,49.0
502,Karimnagar ,2018,7787.333333333333,May,5689.0
503,Khammam,2018,118120.08333333331,May,135189.0
504,Komaram Bheem Asifabad,2018,1879.5,May,793.0
505,Mahabubabad ,2018,13832.916666666666,May,12865.0
506,Mahbubnagar,2018,237692.3333333333,May,193478.0
507,Mancherial,2018,33167.0,May,26179.0
508,Medak ,2018,325000.0,May,300000.0
509,Nagarkurnool ,2018,174077.08333333334,May,183697.0
510,Nalgonda,2018,13386.5,May,10241.0
511,Nirmal,2018,348110.4166666667,May,342650.0
512,Nizamabad,2018,3451.9166666666665,May,5360.0
513,Peddapalli,2018,1854.5,May,1499.0
514,Rajanna Sircilla ,2018,902852.5833333334,May,1021952.0
515,Sangareddy ,2018,189158.3333333333,May,157000.0
516,Siddipet,2018,106941.66666666669,May,165200.0
517,Wanaparthy ,2018,23883.33333333333,May,11502.0
518,Warangal (Rural),2018,25167.666666666668,May,22100.0
519,Warangal (Urban),2018,143611.33333333334,May,143425.0
520,Yadadri Bhongir,2018,1139448.1666666667,May,781842.0
521,Adilabad,2019,64657.91666666666,May,6997.0
522,Bhadradri Kothagudem ,2019,1068144.75,May,275800.0
523,Hyderabad,2019,1150196.8333333333,May,1305748.0
524,Jagtial ,2019,257176.25,May,500206.0
525,Jangaon ,2019,27407.5,May,26740.0
526,Jayashankar Bhoopalpally,2019,55210.833333333336,May,30800.0
527,Jogulamba Gadwal ,2019,167332.91666666666,May,154609.0
528,Kamareddy ,2019,44.5,May,46.0
529,Karimnagar ,2019,6457.583333333333,May,3393.0
530,Khammam,2019,117786.66666666669,May,130971.0
531,Komaram Bheem Asifabad,2019,1599.0833333333333,May,493.0
532,Mahabubabad ,2019,12740.416666666666,May,11970.0
533,Mahbubnagar,2019,211234.5833333333,May,175202.0
534,Mancherial,2019,22484.166666666668,May,26616.0
535,Medak ,2019,454380.8333333333,May,400000.0
536,Mulugu,2019,151650.0,May,154550.0
537,Nagarkurnool ,2019,174442.66666666666,May,184372.0
538,Nalgonda,2019,11743.166666666666,May,26338.0
539,Narayanapet,2019,64875.0,May,
540,Nirmal,2019,318064.8333333333,May,149705.0
541,Nizamabad,2019,3861.0833333333335,May,1193.0
542,Peddapalli,2019,1381.75,May,802.0
543,Rajanna Sircilla ,2019,1402741.4166666667,May,1018131.0
544,Sangareddy ,2019,379430.0,May,133000.0
545,Siddipet,2019,248988.66666666663,May,110500.0
546,Wanaparthy ,2019,24886.58333333333,May,20010.0
547,Warangal (Rural),2019,29458.33333333333,May,24900.0
548,Warangal (Urban),2019,149602.5,May,143230.0
549,Yadadri Bhongir,2019,374114.5,May,345790.0
550,Adilabad,2016,422963.0833333333,June,368237.0
551,Bhadradri Kothagudem ,2016,296343.3333333333,June,
552,Hyderabad,2016,1949558.75,June,12032661.0
553,Jagtial ,2016,207692.3333333333,June,
554,Jangaon ,2016,13553.333333333334,June,
555,Jayashankar Bhoopalpally,2016,81133.33333333333,June,
556,Jogulamba Gadwal ,2016,174467.0,June,
557,Kamareddy ,2016,42.333333333333336,June,
558,Karimnagar ,2016,763955.6666666666,June,914746.0
559,Khammam,2016,417085.9166666667,June,445862.0
560,Komaram Bheem Asifabad,2016,0.0,June,
561,Mahabubabad ,2016,46667.333333333336,June,
562,Mahbubnagar,2016,692063.8333333334,June,561006.0
563,Mancherial,2016,2600.6666666666665,June,
564,Medak ,2016,288600.0,June,166700.0
565,Nagarkurnool ,2016,196157.66666666663,June,
566,Nalgonda,2016,488205.0833333333,June,551239.0
567,Nirmal,2016,305536.6666666667,June,
568,Nizamabad,2016,536.8333333333334,June,367.0
569,Peddapalli,2016,1081.3333333333333,June,
570,Rajanna Sircilla ,2016,725600.3333333334,June,
571,Sangareddy ,2016,259333.3333333333,June,
572,Siddipet,2016,119466.66666666669,June,
573,Wanaparthy ,2016,20046.0,June,
574,Warangal (Rural),2016,6466.666666666667,June,
575,Warangal (Urban),2016,2149002.9166666665,June,365332.0
576,Yadadri Bhongir,2016,576200.0,June,
577,Adilabad,2017,68781.66666666667,June,26859.0
578,Bhadradri Kothagudem ,2017,341193.0833333333,June,351742.0
579,Hyderabad,2017,2263353.5,June,2007060.0
580,Jagtial ,2017,303450.0833333333,June,418103.0
581,Jangaon ,2017,13809.0,June,13750.0
582,Jayashankar Bhoopalpally,2017,152584.16666666666,June,93650.0
583,Jogulamba Gadwal ,2017,187116.5833333333,June,160182.0
584,Kamareddy ,2017,45.0,June,41.0
585,Karimnagar ,2017,10331.333333333334,June,10542.0
586,Khammam,2017,128533.58333333331,June,138158.0
587,Komaram Bheem Asifabad,2017,4249.25,June,3796.0
588,Mahabubabad ,2017,11817.916666666666,June,10130.0
589,Mahbubnagar,2017,290685.75,June,179210.0
590,Mancherial,2017,15968.833333333334,June,2119.0
591,Medak ,2017,643905.75,June,561469.0
592,Nagarkurnool ,2017,221137.0833333333,June,180010.0
593,Nalgonda,2017,20159.666666666668,June,37879.0
594,Nirmal,2017,367090.25,June,340359.0
595,Nizamabad,2017,1829.0833333333333,June,2391.0
596,Peddapalli,2017,1241.5,June,885.0
597,Rajanna Sircilla ,2017,993278.9166666666,June,1113882.0
598,Sangareddy ,2017,235287.5,June,180000.0
599,Siddipet,2017,95476.75,June,60000.0
600,Wanaparthy ,2017,20391.75,June,19092.0
601,Warangal (Rural),2017,12020.833333333334,June,9000.0
602,Warangal (Urban),2017,118333.5,June,111530.0
603,Yadadri Bhongir,2017,583477.3333333334,June,685880.0
604,Adilabad,2018,53728.583333333336,June,12052.0
605,Bhadradri Kothagudem ,2018,316656.5,June,290512.0
606,Hyderabad,2018,1628637.5833333333,June,1595067.0
607,Jagtial ,2018,329410.0833333333,June,182505.0
608,Jangaon ,2018,24251.83333333333,June,23050.0
609,Jayashankar Bhoopalpally,2018,1407993.75,June,159400.0
610,Jogulamba Gadwal ,2018,169712.08333333334,June,160182.0
611,Kamareddy ,2018,47.66666666666666,June,56.0
612,Karimnagar ,2018,7787.333333333333,June,7180.0
613,Khammam,2018,118120.08333333331,June,135988.0
614,Komaram Bheem Asifabad,2018,1879.5,June,990.0
615,Mahabubabad ,2018,13832.916666666666,June,13910.0
616,Mahbubnagar,2018,237692.3333333333,June,165553.0
617,Mancherial,2018,33167.0,June,31667.0
618,Medak ,2018,325000.0,June,500000.0
619,Nagarkurnool ,2018,174077.08333333334,June,180010.0
620,Nalgonda,2018,13386.5,June,9066.0
621,Nirmal,2018,348110.4166666667,June,355197.0
622,Nizamabad,2018,3451.9166666666665,June,1761.0
623,Peddapalli,2018,1854.5,June,1580.0
624,Rajanna Sircilla ,2018,902852.5833333334,June,320886.0
625,Sangareddy ,2018,189158.3333333333,June,93500.0
626,Siddipet,2018,106941.66666666669,June,104300.0
627,Wanaparthy ,2018,23883.33333333333,June,19092.0
628,Warangal (Rural),2018,25167.666666666668,June,23100.0
629,Warangal (Urban),2018,143611.33333333334,June,135615.0
630,Yadadri Bhongir,2018,1139448.1666666667,June,577570.0
631,Adilabad,2019,64657.91666666666,June,9161.0
632,Bhadradri Kothagudem ,2019,1068144.75,June,9761776.0
633,Hyderabad,2019,1150196.8333333333,June,1262995.0
634,Jagtial ,2019,257176.25,June,235363.0
635,Jangaon ,2019,27407.5,June,25820.0
636,Jayashankar Bhoopalpally,2019,55210.833333333336,June,40500.0
637,Jogulamba Gadwal ,2019,167332.91666666666,June,155013.0
638,Kamareddy ,2019,44.5,June,41.0
639,Karimnagar ,2019,6457.583333333333,June,3871.0
640,Khammam,2019,117786.66666666669,June,127270.0
641,Komaram Bheem Asifabad,2019,1599.0833333333333,June,506.0
642,Mahabubabad ,2019,12740.416666666666,June,11460.0
643,Mahbubnagar,2019,211234.5833333333,June,175853.0
644,Mancherial,2019,22484.166666666668,June,24593.0
645,Medak ,2019,454380.8333333333,June,300000.0
646,Mulugu,2019,151650.0,June,163480.0
647,Nagarkurnool ,2019,174442.66666666666,June,184508.0
648,Nalgonda,2019,11743.166666666666,June,5558.0
649,Narayanapet,2019,64875.0,June,
650,Nirmal,2019,318064.8333333333,June,349747.0
651,Nizamabad,2019,3861.0833333333335,June,686.0
652,Peddapalli,2019,1381.75,June,735.0
653,Rajanna Sircilla ,2019,1402741.4166666667,June,1128849.0
654,Sangareddy ,2019,379430.0,June,347000.0
655,Siddipet,2019,248988.66666666663,June,1037000.0
656,Wanaparthy ,2019,24886.58333333333,June,20050.0
657,Warangal (Rural),2019,29458.33333333333,June,27100.0
658,Warangal (Urban),2019,149602.5,June,144400.0
659,Yadadri Bhongir,2019,374114.5,June,370566.0
660,Adilabad,2016,422963.0833333333,July,447562.0
661,Bhadradri Kothagudem ,2016,296343.3333333333,July,
662,Hyderabad,2016,1949558.75,July,1096754.0
663,Jagtial ,2016,207692.3333333333,July,
664,Jangaon ,2016,13553.333333333334,July,
665,Jayashankar Bhoopalpally,2016,81133.33333333333,July,
666,Jogulamba Gadwal ,2016,174467.0,July,
667,Kamareddy ,2016,42.333333333333336,July,
668,Karimnagar ,2016,763955.6666666666,July,401047.0
669,Khammam,2016,417085.9166666667,July,414963.0
670,Komaram Bheem Asifabad,2016,0.0,July,
671,Mahabubabad ,2016,46667.333333333336,July,
672,Mahbubnagar,2016,692063.8333333334,July,562322.0
673,Mancherial,2016,2600.6666666666665,July,
674,Medak ,2016,288600.0,July,153300.0
675,Nagarkurnool ,2016,196157.66666666663,July,
676,Nalgonda,2016,488205.0833333333,July,582820.0
677,Nirmal,2016,305536.6666666667,July,
678,Nizamabad,2016,536.8333333333334,July,644.0
679,Peddapalli,2016,1081.3333333333333,July,
680,Rajanna Sircilla ,2016,725600.3333333334,July,
681,Sangareddy ,2016,259333.3333333333,July,
682,Siddipet,2016,119466.66666666669,July,
683,Wanaparthy ,2016,20046.0,July,
684,Warangal (Rural),2016,6466.666666666667,July,
685,Warangal (Urban),2016,2149002.9166666665,July,340320.0
686,Yadadri Bhongir,2016,576200.0,July,
687,Adilabad,2017,68781.66666666667,July,52386.0
688,Bhadradri Kothagudem ,2017,341193.0833333333,July,258114.0
689,Hyderabad,2017,2263353.5,July,1890870.0
690,Jagtial ,2017,303450.0833333333,July,247254.0
691,Jangaon ,2017,13809.0,July,16050.0
692,Jayashankar Bhoopalpally,2017,152584.16666666666,July,94700.0
693,Jogulamba Gadwal ,2017,187116.5833333333,July,160182.0
694,Kamareddy ,2017,45.0,July,41.0
695,Karimnagar ,2017,10331.333333333334,July,12350.0
696,Khammam,2017,128533.58333333331,July,105102.0
697,Komaram Bheem Asifabad,2017,4249.25,July,3713.0
698,Mahabubabad ,2017,11817.916666666666,July,10170.0
699,Mahbubnagar,2017,290685.75,July,179099.0
700,Mancherial,2017,15968.833333333334,July,33591.0
701,Medak ,2017,643905.75,July,575300.0
702,Nagarkurnool ,2017,221137.0833333333,July,180010.0
703,Nalgonda,2017,20159.666666666668,July,21361.0
704,Nirmal,2017,367090.25,July,328101.0
705,Nizamabad,2017,1829.0833333333333,July,1520.0
706,Peddapalli,2017,1241.5,July,1095.0
707,Rajanna Sircilla ,2017,993278.9166666666,July,462022.0
708,Sangareddy ,2017,235287.5,July,195000.0
709,Siddipet,2017,95476.75,July,88550.0
710,Wanaparthy ,2017,20391.75,July,19092.0
711,Warangal (Rural),2017,12020.833333333334,July,13600.0
712,Warangal (Urban),2017,118333.5,July,116545.0
713,Yadadri Bhongir,2017,583477.3333333334,July,481240.0
714,Adilabad,2018,53728.583333333336,July,24666.0
715,Bhadradri Kothagudem ,2018,316656.5,July,220304.0
716,Hyderabad,2018,1628637.5833333333,July,1470042.0
717,Jagtial ,2018,329410.0833333333,July,182473.0
718,Jangaon ,2018,24251.83333333333,July,26280.0
719,Jayashankar Bhoopalpally,2018,1407993.75,July,128550.0
720,Jogulamba Gadwal ,2018,169712.08333333334,July,114951.0
721,Kamareddy ,2018,47.66666666666666,July,48.0
722,Karimnagar ,2018,7787.333333333333,July,6686.0
723,Khammam,2018,118120.08333333331,July,85932.0
724,Komaram Bheem Asifabad,2018,1879.5,July,1954.0
725,Mahabubabad ,2018,13832.916666666666,July,13970.0
726,Mahbubnagar,2018,237692.3333333333,July,161841.0
727,Mancherial,2018,33167.0,July,27937.0
728,Medak ,2018,325000.0,July,150000.0
729,Nagarkurnool ,2018,174077.08333333334,July,93450.0
730,Nalgonda,2018,13386.5,July,9668.0
731,Nirmal,2018,348110.4166666667,July,335356.0
732,Nizamabad,2018,3451.9166666666665,July,5882.0
733,Peddapalli,2018,1854.5,July,1580.0
734,Rajanna Sircilla ,2018,902852.5833333334,July,937720.0
735,Sangareddy ,2018,189158.3333333333,July,108600.0
736,Siddipet,2018,106941.66666666669,July,54000.0
737,Wanaparthy ,2018,23883.33333333333,July,32625.0
738,Warangal (Rural),2018,25167.666666666668,July,25900.0
739,Warangal (Urban),2018,143611.33333333334,July,136560.0
740,Yadadri Bhongir,2018,1139448.1666666667,July,671156.0
741,Adilabad,2019,64657.91666666666,July,11791.0
742,Bhadradri Kothagudem ,2019,1068144.75,July,233338.0
743,Hyderabad,2019,1150196.8333333333,July,1094861.0
744,Jagtial ,2019,257176.25,July,157419.0
745,Jangaon ,2019,27407.5,July,24160.0
746,Jayashankar Bhoopalpally,2019,55210.833333333336,July,45500.0
747,Jogulamba Gadwal ,2019,167332.91666666666,July,114951.0
748,Kamareddy ,2019,44.5,July,50.0
749,Karimnagar ,2019,6457.583333333333,July,5192.0
750,Khammam,2019,117786.66666666669,July,103260.0
751,Komaram Bheem Asifabad,2019,1599.0833333333333,July,1287.0
752,Mahabubabad ,2019,12740.416666666666,July,13470.0
753,Mahbubnagar,2019,211234.5833333333,July,100398.0
754,Mancherial,2019,22484.166666666668,July,22303.0
755,Medak ,2019,454380.8333333333,July,350000.0
756,Mulugu,2019,151650.0,July,167700.0
757,Nagarkurnool ,2019,174442.66666666666,July,93450.0
758,Nalgonda,2019,11743.166666666666,July,19783.0
759,Narayanapet,2019,64875.0,July,68842.0
760,Nirmal,2019,318064.8333333333,July,359495.0
761,Nizamabad,2019,3861.0833333333335,July,990.0
762,Peddapalli,2019,1381.75,July,1085.0
763,Rajanna Sircilla ,2019,1402741.4166666667,July,422961.0
764,Sangareddy ,2019,379430.0,July,467000.0
765,Siddipet,2019,248988.66666666663,July,179320.0
766,Wanaparthy ,2019,24886.58333333333,July,32625.0
767,Warangal (Rural),2019,29458.33333333333,July,28600.0
768,Warangal (Urban),2019,149602.5,July,145440.0
769,Yadadri Bhongir,2019,374114.5,July,332770.0
770,Adilabad,2016,422963.0833333333,August,614285.0
771,Bhadradri Kothagudem ,2016,296343.3333333333,August,
772,Hyderabad,2016,1949558.75,August,1061137.0
773,Jagtial ,2016,207692.3333333333,August,
774,Jangaon ,2016,13553.333333333334,August,
775,Jayashankar Bhoopalpally,2016,81133.33333333333,August,
776,Jogulamba Gadwal ,2016,174467.0,August,
777,Kamareddy ,2016,42.333333333333336,August,
778,Karimnagar ,2016,763955.6666666666,August,1018399.0
779,Khammam,2016,417085.9166666667,August,503654.0
780,Komaram Bheem Asifabad,2016,0.0,August,
781,Mahabubabad ,2016,46667.333333333336,August,
782,Mahbubnagar,2016,692063.8333333334,August,1133105.0
783,Mancherial,2016,2600.6666666666665,August,
784,Medak ,2016,288600.0,August,216100.0
785,Nagarkurnool ,2016,196157.66666666663,August,
786,Nalgonda,2016,488205.0833333333,August,988102.0
787,Nirmal,2016,305536.6666666667,August,
788,Nizamabad,2016,536.8333333333334,August,589.0
789,Peddapalli,2016,1081.3333333333333,August,
790,Rajanna Sircilla ,2016,725600.3333333334,August,
791,Sangareddy ,2016,259333.3333333333,August,
792,Siddipet,2016,119466.66666666669,August,
793,Wanaparthy ,2016,20046.0,August,
794,Warangal (Rural),2016,6466.666666666667,August,
795,Warangal (Urban),2016,2149002.9166666665,August,368755.0
796,Yadadri Bhongir,2016,576200.0,August,
797,Adilabad,2017,68781.66666666667,August,34876.0
798,Bhadradri Kothagudem ,2017,341193.0833333333,August,316438.0
799,Hyderabad,2017,2263353.5,August,1976980.0
800,Jagtial ,2017,303450.0833333333,August,386458.0
801,Jangaon ,2017,13809.0,August,15680.0
802,Jayashankar Bhoopalpally,2017,152584.16666666666,August,118350.0
803,Jogulamba Gadwal ,2017,187116.5833333333,August,131485.0
804,Kamareddy ,2017,45.0,August,40.0
805,Karimnagar ,2017,10331.333333333334,August,10952.0
806,Khammam,2017,128533.58333333331,August,129159.0
807,Komaram Bheem Asifabad,2017,4249.25,August,3665.0
808,Mahabubabad ,2017,11817.916666666666,August,12520.0
809,Mahbubnagar,2017,290685.75,August,215229.0
810,Mancherial,2017,15968.833333333334,August,26104.0
811,Medak ,2017,643905.75,August,632830.0
812,Nagarkurnool ,2017,221137.0833333333,August,181861.0
813,Nalgonda,2017,20159.666666666668,August,9363.0
814,Nirmal,2017,367090.25,August,340430.0
815,Nizamabad,2017,1829.0833333333333,August,1583.0
816,Peddapalli,2017,1241.5,August,1385.0
817,Rajanna Sircilla ,2017,993278.9166666666,August,1004410.0
818,Sangareddy ,2017,235287.5,August,295000.0
819,Siddipet,2017,95476.75,August,97405.0
820,Wanaparthy ,2017,20391.75,August,21375.0
821,Warangal (Rural),2017,12020.833333333334,August,13650.0
822,Warangal (Urban),2017,118333.5,August,116810.0
823,Yadadri Bhongir,2017,583477.3333333334,August,680720.0
824,Adilabad,2018,53728.583333333336,August,38939.0
825,Bhadradri Kothagudem ,2018,316656.5,August,219548.0
826,Hyderabad,2018,1628637.5833333333,August,1591470.0
827,Jagtial ,2018,329410.0833333333,August,272685.0
828,Jangaon ,2018,24251.83333333333,August,26020.0
829,Jayashankar Bhoopalpally,2018,1407993.75,August,184700.0
830,Jogulamba Gadwal ,2018,169712.08333333334,August,123733.0
831,Kamareddy ,2018,47.66666666666666,August,55.0
832,Karimnagar ,2018,7787.333333333333,August,8480.0
833,Khammam,2018,118120.08333333331,August,86309.0
834,Komaram Bheem Asifabad,2018,1879.5,August,2263.0
835,Mahabubabad ,2018,13832.916666666666,August,13200.0
836,Mahbubnagar,2018,237692.3333333333,August,169154.0
837,Mancherial,2018,33167.0,August,31861.0
838,Medak ,2018,325000.0,August,50000.0
839,Nagarkurnool ,2018,174077.08333333334,August,118010.0
840,Nalgonda,2018,13386.5,August,10135.0
841,Nirmal,2018,348110.4166666667,August,313910.0
842,Nizamabad,2018,3451.9166666666665,August,10525.0
843,Peddapalli,2018,1854.5,August,1595.0
844,Rajanna Sircilla ,2018,902852.5833333334,August,320952.0
845,Sangareddy ,2018,189158.3333333333,August,205000.0
846,Siddipet,2018,106941.66666666669,August,100000.0
847,Wanaparthy ,2018,23883.33333333333,August,35860.0
848,Warangal (Rural),2018,25167.666666666668,August,25700.0
849,Warangal (Urban),2018,143611.33333333334,August,136760.0
850,Yadadri Bhongir,2018,1139448.1666666667,August,526445.0
851,Adilabad,2019,64657.91666666666,August,108173.0
852,Bhadradri Kothagudem ,2019,1068144.75,August,271941.0
853,Hyderabad,2019,1150196.8333333333,August,1121380.0
854,Jagtial ,2019,257176.25,August,151570.0
855,Jangaon ,2019,27407.5,August,27800.0
856,Jayashankar Bhoopalpally,2019,55210.833333333336,August,45000.0
857,Jogulamba Gadwal ,2019,167332.91666666666,August,123733.0
858,Kamareddy ,2019,44.5,August,50.0
859,Karimnagar ,2019,6457.583333333333,August,5480.0
860,Khammam,2019,117786.66666666669,August,111374.0
861,Komaram Bheem Asifabad,2019,1599.0833333333333,August,2572.0
862,Mahabubabad ,2019,12740.416666666666,August,12190.0
863,Mahbubnagar,2019,211234.5833333333,August,104787.0
864,Mancherial,2019,22484.166666666668,August,21191.0
865,Medak ,2019,454380.8333333333,August,349900.0
866,Mulugu,2019,151650.0,August,171050.0
867,Nagarkurnool ,2019,174442.66666666666,August,118010.0
868,Nalgonda,2019,11743.166666666666,August,7473.0
869,Narayanapet,2019,64875.0,August,72249.0
870,Nirmal,2019,318064.8333333333,August,334646.0
871,Nizamabad,2019,3861.0833333333335,August,1004.0
872,Peddapalli,2019,1381.75,August,1505.0
873,Rajanna Sircilla ,2019,1402741.4166666667,August,586118.0
874,Sangareddy ,2019,379430.0,August,466150.0
875,Siddipet,2019,248988.66666666663,August,190750.0
876,Wanaparthy ,2019,24886.58333333333,August,35860.0
877,Warangal (Rural),2019,29458.33333333333,August,31600.0
878,Warangal (Urban),2019,149602.5,August,148030.0
879,Yadadri Bhongir,2019,374114.5,August,389010.0
880,Adilabad,2016,422963.0833333333,September,491279.0
881,Bhadradri Kothagudem ,2016,296343.3333333333,September,
882,Hyderabad,2016,1949558.75,September,832987.0
883,Jagtial ,2016,207692.3333333333,September,
884,Jangaon ,2016,13553.333333333334,September,
885,Jayashankar Bhoopalpally,2016,81133.33333333333,September,
886,Jogulamba Gadwal ,2016,174467.0,September,
887,Kamareddy ,2016,42.333333333333336,September,
888,Karimnagar ,2016,763955.6666666666,September,956959.0
889,Khammam,2016,417085.9166666667,September,368437.0
890,Komaram Bheem Asifabad,2016,0.0,September,
891,Mahabubabad ,2016,46667.333333333336,September,
892,Mahbubnagar,2016,692063.8333333334,September,567712.0
893,Mancherial,2016,2600.6666666666665,September,
894,Medak ,2016,288600.0,September,132600.0
895,Nagarkurnool ,2016,196157.66666666663,September,
896,Nalgonda,2016,488205.0833333333,September,742402.0
897,Nirmal,2016,305536.6666666667,September,
898,Nizamabad,2016,536.8333333333334,September,553.0
899,Peddapalli,2016,1081.3333333333333,September,
900,Rajanna Sircilla ,2016,725600.3333333334,September,
901,Sangareddy ,2016,259333.3333333333,September,
902,Siddipet,2016,119466.66666666669,September,
903,Wanaparthy ,2016,20046.0,September,
