,district,Year,mean,month,Visitors
904,Warangal (Rural),2016,6466.666666666667,September,
905,Warangal (Urban),2016,2149002.9166666665,September,379210.0
906,Yadadri Bhongir,2016,576200.0,September,
907,Adilabad,2017,68781.66666666667,September,42699.0
908,Bhadradri Kothagudem ,2017,341193.0833333333,September,381784.0
909,Hyderabad,2017,2263353.5,September,2011280.0
910,Jagtial ,2017,303450.0833333333,September,143102.0
911,Jangaon ,2017,13809.0,September,15600.0
912,Jayashankar Bhoopalpally,2017,152584.16666666666,September,112600.0
913,Jogulamba Gadwal ,2017,187116.5833333333,September,123733.0
914,Kamareddy ,2017,45.0,September,41.0
915,Karimnagar ,2017,10331.333333333334,September,7576.0
916,Khammam,2017,128533.58333333331,September,140821.0
917,Komaram Bheem Asifabad,2017,4249.25,September,3934.0
918,Mahabubabad ,2017,11817.916666666666,September,13140.0
919,Mahbubnagar,2017,290685.75,September,180675.0
920,Mancherial,2017,15968.833333333334,September,24297.0
921,Medak ,2017,643905.75,September,696113.0
922,Nagarkurnool ,2017,221137.0833333333,September,118010.0
923,Nalgonda,2017,20159.666666666668,September,17465.0
924,Nirmal,2017,367090.25,September,528540.0
925,Nizamabad,2017,1829.0833333333333,September,933.0
926,Peddapalli,2017,1241.5,September,1155.0
927,Rajanna Sircilla ,2017,993278.9166666666,September,487060.0
928,Sangareddy ,2017,235287.5,September,200000.0
929,Siddipet,2017,95476.75,September,107146.0
930,Wanaparthy ,2017,20391.75,September,35860.0
931,Warangal (Rural),2017,12020.833333333334,September,13800.0
932,Warangal (Urban),2017,118333.5,September,117150.0
933,Yadadri Bhongir,2017,583477.3333333334,September,678925.0
934,Adilabad,2018,53728.583333333336,September,25875.0
935,Bhadradri Kothagudem ,2018,316656.5,September,334878.0
936,Hyderabad,2018,1628637.5833333333,September,1508086.0
937,Jagtial ,2018,329410.0833333333,September,273121.0
938,Jangaon ,2018,24251.83333333333,September,28830.0
939,Jayashankar Bhoopalpally,2018,1407993.75,September,192300.0
940,Jogulamba Gadwal ,2018,169712.08333333334,September,121710.0
941,Kamareddy ,2018,47.66666666666666,September,40.0
942,Karimnagar ,2018,7787.333333333333,September,8480.0
943,Khammam,2018,118120.08333333331,September,143465.0
944,Komaram Bheem Asifabad,2018,1879.5,September,1819.0
945,Mahabubabad ,2018,13832.916666666666,September,13420.0
946,Mahbubnagar,2018,237692.3333333333,September,167833.0
947,Mancherial,2018,33167.0,September,23141.0
948,Medak ,2018,325000.0,September,100000.0
949,Nagarkurnool ,2018,174077.08333333334,September,118449.0
950,Nalgonda,2018,13386.5,September,21365.0
951,Nirmal,2018,348110.4166666667,September,293859.0
952,Nizamabad,2018,3451.9166666666665,September,475.0
953,Peddapalli,2018,1854.5,September,1475.0
954,Rajanna Sircilla ,2018,902852.5833333334,September,818693.0
955,Sangareddy ,2018,189158.3333333333,September,125000.0
956,Siddipet,2018,106941.66666666669,September,55000.0
957,Wanaparthy ,2018,23883.33333333333,September,32002.0
958,Warangal (Rural),2018,25167.666666666668,September,25800.0
959,Warangal (Urban),2018,143611.33333333334,September,138780.0
960,Yadadri Bhongir,2018,1139448.1666666667,September,819350.0
961,Adilabad,2019,64657.91666666666,September,37589.0
962,Bhadradri Kothagudem ,2019,1068144.75,September,314199.0
963,Hyderabad,2019,1150196.8333333333,September,959930.0
964,Jagtial ,2019,257176.25,September,157564.0
965,Jangaon ,2019,27407.5,September,28640.0
966,Jayashankar Bhoopalpally,2019,55210.833333333336,September,50500.0
967,Jogulamba Gadwal ,2019,167332.91666666666,September,131485.0
968,Kamareddy ,2019,44.5,September,41.0
969,Karimnagar ,2019,6457.583333333333,September,8735.0
970,Khammam,2019,117786.66666666669,September,133754.0
971,Komaram Bheem Asifabad,2019,1599.0833333333333,September,1629.0
972,Mahabubabad ,2019,12740.416666666666,September,13210.0
973,Mahbubnagar,2019,211234.5833333333,September,141387.0
974,Mancherial,2019,22484.166666666668,September,24079.0
975,Medak ,2019,454380.8333333333,September,350400.0
976,Mulugu,2019,151650.0,September,172900.0
977,Nagarkurnool ,2019,174442.66666666666,September,175712.0
978,Nalgonda,2019,11743.166666666666,September,5230.0
979,Narayanapet,2019,64875.0,September,62841.0
980,Nirmal,2019,318064.8333333333,September,299827.0
981,Nizamabad,2019,3861.0833333333335,September,6572.0
982,Peddapalli,2019,1381.75,September,1785.0
983,Rajanna Sircilla ,2019,1402741.4166666667,September,501293.0
984,Sangareddy ,2019,379430.0,September,468350.0
985,Siddipet,2019,248988.66666666663,September,122550.0
986,Wanaparthy ,2019,24886.58333333333,September,21375.0
987,Warangal (Rural),2019,29458.33333333333,September,32600.0
988,Warangal (Urban),2019,149602.5,September,151070.0
989,Yadadri Bhongir,2019,374114.5,September,366862.0
990,Adilabad,2016,422963.0833333333,October,94184.0
991,Bhadradri Kothagudem ,2016,296343.3333333333,October,310133.0
992,Hyderabad,2016,1949558.75,October,901960.0
993,Jagtial ,2016,207692.3333333333,October,201249.0
994,Jangaon ,2016,13553.333333333334,October,14770.0
995,Jayashankar Bhoopalpally,2016,81133.33333333333,October,76360.0
996,Jogulamba Gadwal ,2016,174467.0,October,152898.0
997,Kamareddy ,2016,42.333333333333336,October,47.0
998,Karimnagar ,2016,763955.6666666666,October,13675.0
999,Khammam,2016,417085.9166666667,October,121575.0
1000,Komaram Bheem Asifabad,2016,0.0,October,0.0
1001,Mahabubabad ,2016,46667.333333333336,October,13032.0
1002,Mahbubnagar,2016,692063.8333333334,October,198592.0
1003,Mancherial,2016,2600.6666666666665,October,3124.0
1004,Medak ,2016,288600.0,October,15600.0
1005,Nagarkurnool ,2016,196157.66666666663,October,201050.0
1006,Nalgonda,2016,488205.0833333333,October,3508.0
1007,Nirmal,2016,305536.6666666667,October,475955.0
1008,Nizamabad,2016,536.8333333333334,October,434.0
1009,Peddapalli,2016,1081.3333333333333,October,950.0
1010,Rajanna Sircilla ,2016,725600.3333333334,October,534484.0
1011,Sangareddy ,2016,259333.3333333333,October,274000.0
1012,Siddipet,2016,119466.66666666669,October,123500.0
1013,Wanaparthy ,2016,20046.0,October,21234.0
1014,Warangal (Rural),2016,6466.666666666667,October,8200.0
1015,Warangal (Urban),2016,2149002.9166666665,October,128247.0
1016,Yadadri Bhongir,2016,576200.0,October,584800.0
1017,Adilabad,2017,68781.66666666667,October,41666.0
1018,Bhadradri Kothagudem ,2017,341193.0833333333,October,334504.0
1019,Hyderabad,2017,2263353.5,October,2202316.0
1020,Jagtial ,2017,303450.0833333333,October,248504.0
1021,Jangaon ,2017,13809.0,October,16130.0
1022,Jayashankar Bhoopalpally,2017,152584.16666666666,October,115250.0
1023,Jogulamba Gadwal ,2017,187116.5833333333,October,152898.0
1024,Kamareddy ,2017,45.0,October,38.0
1025,Karimnagar ,2017,10331.333333333334,October,8371.0
1026,Khammam,2017,128533.58333333331,October,155943.0
1027,Komaram Bheem Asifabad,2017,4249.25,October,14050.0
1028,Mahabubabad ,2017,11817.916666666666,October,13750.0
1029,Mahbubnagar,2017,290685.75,October,196103.0
1030,Mancherial,2017,15968.833333333334,October,37671.0
1031,Medak ,2017,643905.75,October,765724.0
1032,Nagarkurnool ,2017,221137.0833333333,October,201050.0
1033,Nalgonda,2017,20159.666666666668,October,36066.0
1034,Nirmal,2017,367090.25,October,388644.0
1035,Nizamabad,2017,1829.0833333333333,October,6644.0
1036,Peddapalli,2017,1241.5,October,1595.0
1037,Rajanna Sircilla ,2017,993278.9166666666,October,845620.0
1038,Sangareddy ,2017,235287.5,October,232000.0
1039,Siddipet,2017,95476.75,October,117861.0
1040,Wanaparthy ,2017,20391.75,October,21234.0
1041,Warangal (Rural),2017,12020.833333333334,October,16500.0
1042,Warangal (Urban),2017,118333.5,October,119255.0
1043,Yadadri Bhongir,2017,583477.3333333334,October,683500.0
1044,Adilabad,2018,53728.583333333336,October,30257.0
1045,Bhadradri Kothagudem ,2018,316656.5,October,322974.0
1046,Hyderabad,2018,1628637.5833333333,October,2207478.0
1047,Jagtial ,2018,329410.0833333333,October,138206.0
1048,Jangaon ,2018,24251.83333333333,October,29470.0
1049,Jayashankar Bhoopalpally,2018,1407993.75,October,195400.0
1050,Jogulamba Gadwal ,2018,169712.08333333334,October,152898.0
1051,Kamareddy ,2018,47.66666666666666,October,62.0
1052,Karimnagar ,2018,7787.333333333333,October,6118.0
1053,Khammam,2018,118120.08333333331,October,127645.0
1054,Komaram Bheem Asifabad,2018,1879.5,October,2525.0
1055,Mahabubabad ,2018,13832.916666666666,October,13550.0
1056,Mahbubnagar,2018,237692.3333333333,October,193152.0
1057,Mancherial,2018,33167.0,October,30740.0
1058,Medak ,2018,325000.0,October,300000.0
1059,Nagarkurnool ,2018,174077.08333333334,October,201050.0
1060,Nalgonda,2018,13386.5,October,22332.0
1061,Nirmal,2018,348110.4166666667,October,373291.0
1062,Nizamabad,2018,3451.9166666666665,October,490.0
1063,Peddapalli,2018,1854.5,October,1545.0
1064,Rajanna Sircilla ,2018,902852.5833333334,October,506563.0
1065,Sangareddy ,2018,189158.3333333333,October,171800.0
1066,Siddipet,2018,106941.66666666669,October,43000.0
1067,Wanaparthy ,2018,23883.33333333333,October,21234.0
1068,Warangal (Rural),2018,25167.666666666668,October,26000.0
1069,Warangal (Urban),2018,143611.33333333334,October,140948.0
1070,Yadadri Bhongir,2018,1139448.1666666667,October,586475.0
1071,Adilabad,2019,64657.91666666666,October,38184.0
1072,Bhadradri Kothagudem ,2019,1068144.75,October,287432.0
1073,Hyderabad,2019,1150196.8333333333,October,1240643.0
1074,Jagtial ,2019,257176.25,October,165070.0
1075,Jangaon ,2019,27407.5,October,27840.0
1076,Jayashankar Bhoopalpally,2019,55210.833333333336,October,46000.0
1077,Jogulamba Gadwal ,2019,167332.91666666666,October,152898.0
1078,Kamareddy ,2019,44.5,October,46.0
1079,Karimnagar ,2019,6457.583333333333,October,6799.0
1080,Khammam,2019,117786.66666666669,October,128625.0
1081,Komaram Bheem Asifabad,2019,1599.0833333333333,October,1943.0
1082,Mahabubabad ,2019,12740.416666666666,October,12260.0
1083,Mahbubnagar,2019,211234.5833333333,October,130227.0
1084,Mancherial,2019,22484.166666666668,October,20867.0
1085,Medak ,2019,454380.8333333333,October,350000.0
1086,Mulugu,2019,151650.0,October,172500.0
1087,Nagarkurnool ,2019,174442.66666666666,October,196160.0
1088,Nalgonda,2019,11743.166666666666,October,5290.0
1089,Narayanapet,2019,64875.0,October,58213.0
1090,Nirmal,2019,318064.8333333333,October,263412.0
1091,Nizamabad,2019,3861.0833333333335,October,8849.0
1092,Peddapalli,2019,1381.75,October,2080.0
1093,Rajanna Sircilla ,2019,1402741.4166666667,October,646492.0
1094,Sangareddy ,2019,379430.0,October,467470.0
1095,Siddipet,2019,248988.66666666663,October,191330.0
1096,Wanaparthy ,2019,24886.58333333333,October,21234.0
1097,Warangal (Rural),2019,29458.33333333333,October,31100.0
1098,Warangal (Urban),2019,149602.5,October,147450.0
1099,Yadadri Bhongir,2019,374114.5,October,381860.0
1100,Adilabad,2016,422963.0833333333,November,99148.0
1101,Bhadradri Kothagudem ,2016,296343.3333333333,November,252127.0
1102,Hyderabad,2016,1949558.75,November,909733.0
1103,Jagtial ,2016,207692.3333333333,November,214534.0
1104,Jangaon ,2016,13553.333333333334,November,13210.0
1105,Jayashankar Bhoopalpally,2016,81133.33333333333,November,81580.0
1106,Jogulamba Gadwal ,2016,174467.0,November,188170.0
1107,Kamareddy ,2016,42.333333333333336,November,38.0
1108,Karimnagar ,2016,763955.6666666666,November,13350.0
1109,Khammam,2016,417085.9166666667,November,110634.0
1110,Komaram Bheem Asifabad,2016,0.0,November,0.0
1111,Mahabubabad ,2016,46667.333333333336,November,114015.0
1112,Mahbubnagar,2016,692063.8333333334,November,256375.0
1113,Mancherial,2016,2600.6666666666665,November,2255.0
1114,Medak ,2016,288600.0,November,132300.0
1115,Nagarkurnool ,2016,196157.66666666663,November,188786.0
1116,Nalgonda,2016,488205.0833333333,November,21046.0
1117,Nirmal,2016,305536.6666666667,November,201388.0
1118,Nizamabad,2016,536.8333333333334,November,617.0
1119,Peddapalli,2016,1081.3333333333333,November,1145.0
1120,Rajanna Sircilla ,2016,725600.3333333334,November,864077.0
1121,Sangareddy ,2016,259333.3333333333,November,349000.0
1122,Siddipet,2016,119466.66666666669,November,154400.0
1123,Wanaparthy ,2016,20046.0,November,18348.0
1124,Warangal (Rural),2016,6466.666666666667,November,6050.0
1125,Warangal (Urban),2016,2149002.9166666665,November,129250.0
1126,Yadadri Bhongir,2016,576200.0,November,681000.0
1127,Adilabad,2017,68781.66666666667,November,117322.0
1128,Bhadradri Kothagudem ,2017,341193.0833333333,November,281515.0
1129,Hyderabad,2017,2263353.5,November,1971438.0
1130,Jagtial ,2017,303450.0833333333,November,348042.0
1131,Jangaon ,2017,13809.0,November,16360.0
1132,Jayashankar Bhoopalpally,2017,152584.16666666666,November,116800.0
1133,Jogulamba Gadwal ,2017,187116.5833333333,November,188170.0
1134,Kamareddy ,2017,45.0,November,43.0
1135,Karimnagar ,2017,10331.333333333334,November,8705.0
1136,Khammam,2017,128533.58333333331,November,110800.0
1137,Komaram Bheem Asifabad,2017,4249.25,November,3627.0
1138,Mahabubabad ,2017,11817.916666666666,November,13560.0
1139,Mahbubnagar,2017,290685.75,November,259060.0
1140,Mancherial,2017,15968.833333333334,November,25737.0
1141,Medak ,2017,643905.75,November,842296.0
1142,Nagarkurnool ,2017,221137.0833333333,November,188786.0
1143,Nalgonda,2017,20159.666666666668,November,17687.0
1144,Nirmal,2017,367090.25,November,369365.0
1145,Nizamabad,2017,1829.0833333333333,November,1677.0
1146,Peddapalli,2017,1241.5,November,1940.0
1147,Rajanna Sircilla ,2017,993278.9166666666,November,1191129.0
1148,Sangareddy ,2017,235287.5,November,324500.0
1149,Siddipet,2017,95476.75,November,129647.0
1150,Wanaparthy ,2017,20391.75,November,18348.0
1151,Warangal (Rural),2017,12020.833333333334,November,16300.0
1152,Warangal (Urban),2017,118333.5,November,119360.0
1153,Yadadri Bhongir,2017,583477.3333333334,November,537600.0
1154,Adilabad,2018,53728.583333333336,November,49181.0
1155,Bhadradri Kothagudem ,2018,316656.5,November,253464.0
1156,Hyderabad,2018,1628637.5833333333,November,1671320.0
1157,Jagtial ,2018,329410.0833333333,November,277997.0
1158,Jangaon ,2018,24251.83333333333,November,29570.0
1159,Jayashankar Bhoopalpally,2018,1407993.75,November,196500.0
1160,Jogulamba Gadwal ,2018,169712.08333333334,November,128075.0
1161,Kamareddy ,2018,47.66666666666666,November,41.0
1162,Karimnagar ,2018,7787.333333333333,November,7145.0
1163,Khammam,2018,118120.08333333331,November,99070.0
1164,Komaram Bheem Asifabad,2018,1879.5,November,1741.0
1165,Mahabubabad ,2018,13832.916666666666,November,13700.0
1166,Mahbubnagar,2018,237692.3333333333,November,295910.0
1167,Mancherial,2018,33167.0,November,25197.0
1168,Medak ,2018,325000.0,November,200000.0
1169,Nagarkurnool ,2018,174077.08333333334,November,121452.0
1170,Nalgonda,2018,13386.5,November,5422.0
1171,Nirmal,2018,348110.4166666667,November,289169.0
1172,Nizamabad,2018,3451.9166666666665,November,475.0
1173,Peddapalli,2018,1854.5,November,1655.0
1174,Rajanna Sircilla ,2018,902852.5833333334,November,840933.0
1175,Sangareddy ,2018,189158.3333333333,November,160000.0
1176,Siddipet,2018,106941.66666666669,November,135000.0
1177,Wanaparthy ,2018,23883.33333333333,November,32657.0
1178,Warangal (Rural),2018,25167.666666666668,November,24050.0
1179,Warangal (Urban),2018,143611.33333333334,November,144515.0
1180,Yadadri Bhongir,2018,1139448.1666666667,November,485208.0
1181,Adilabad,2019,64657.91666666666,November,70344.0
1182,Bhadradri Kothagudem ,2019,1068144.75,November,298366.0
1183,Hyderabad,2019,1150196.8333333333,November,1073665.0
1184,Jagtial ,2019,257176.25,November,277630.0
1185,Jangaon ,2019,27407.5,November,28410.0
1186,Jayashankar Bhoopalpally,2019,55210.833333333336,November,51500.0
1187,Jogulamba Gadwal ,2019,167332.91666666666,November,128075.0
1188,Kamareddy ,2019,44.5,November,46.0
1189,Karimnagar ,2019,6457.583333333333,November,7101.0
1190,Khammam,2019,117786.66666666669,November,104380.0
1191,Komaram Bheem Asifabad,2019,1599.0833333333333,November,2176.0
1192,Mahabubabad ,2019,12740.416666666666,November,12470.0
1193,Mahbubnagar,2019,211234.5833333333,November,234066.0
1194,Mancherial,2019,22484.166666666668,November,29302.0
1195,Medak ,2019,454380.8333333333,November,351560.0
1196,Mulugu,2019,151650.0,November,173700.0
1197,Nagarkurnool ,2019,174442.66666666666,November,121425.0
1198,Nalgonda,2019,11743.166666666666,November,7177.0
1199,Narayanapet,2019,64875.0,November,62750.0
1200,Nirmal,2019,318064.8333333333,November,253388.0
1201,Nizamabad,2019,3861.0833333333335,November,11950.0
1202,Peddapalli,2019,1381.75,November,2225.0
1203,Rajanna Sircilla ,2019,1402741.4166666667,November,1259371.0
1204,Sangareddy ,2019,379430.0,November,481720.0
1205,Siddipet,2019,248988.66666666663,November,209130.0
1206,Wanaparthy ,2019,24886.58333333333,November,32657.0
1207,Warangal (Rural),2019,29458.33333333333,November,32150.0
1208,Warangal (Urban),2019,149602.5,November,153880.0
1209,Yadadri Bhongir,2019,374114.5,November,365990.0
1210,Adilabad,2016,422963.0833333333,December,53125.0
1211,Bhadradri Kothagudem ,2016,296343.3333333333,December,326770.0
1212,Hyderabad,2016,1949558.75,December,1225502.0
1213,Jagtial ,2016,207692.3333333333,December,207294.0
1214,Jangaon ,2016,13553.333333333334,December,12680.0
1215,Jayashankar Bhoopalpally,2016,81133.33333333333,December,85460.0
1216,Jogulamba Gadwal ,2016,174467.0,December,182333.0
1217,Kamareddy ,2016,42.333333333333336,December,42.0
1218,Karimnagar ,2016,763955.6666666666,December,13890.0
1219,Khammam,2016,417085.9166666667,December,116403.0
1220,Komaram Bheem Asifabad,2016,0.0,December,0.0
1221,Mahabubabad ,2016,46667.333333333336,December,12955.0
1222,Mahbubnagar,2016,692063.8333333334,December,210202.0
1223,Mancherial,2016,2600.6666666666665,December,2423.0
1224,Medak ,2016,288600.0,December,523000.0
1225,Nagarkurnool ,2016,196157.66666666663,December,198637.0
1226,Nalgonda,2016,488205.0833333333,December,13775.0
1227,Nirmal,2016,305536.6666666667,December,239267.0
1228,Nizamabad,2016,536.8333333333334,December,355.0
1229,Peddapalli,2016,1081.3333333333333,December,1149.0
1230,Rajanna Sircilla ,2016,725600.3333333334,December,778240.0
1231,Sangareddy ,2016,259333.3333333333,December,155000.0
1232,Siddipet,2016,119466.66666666669,December,80500.0
1233,Wanaparthy ,2016,20046.0,December,20556.0
1234,Warangal (Rural),2016,6466.666666666667,December,5150.0
1235,Warangal (Urban),2016,2149002.9166666665,December,127500.0
1236,Yadadri Bhongir,2016,576200.0,December,462800.0
1237,Adilabad,2017,68781.66666666667,December,54251.0
1238,Bhadradri Kothagudem ,2017,341193.0833333333,December,393518.0
1239,Hyderabad,2017,2263353.5,December,4871416.0
1240,Jagtial ,2017,303450.0833333333,December,393566.0
1241,Jangaon ,2017,13809.0,December,16880.0
1242,Jayashankar Bhoopalpally,2017,152584.16666666666,December,723000.0
1243,Jogulamba Gadwal ,2017,187116.5833333333,December,214887.0
1244,Kamareddy ,2017,45.0,December,41.0
1245,Karimnagar ,2017,10331.333333333334,December,13065.0
1246,Khammam,2017,128533.58333333331,December,137825.0
1247,Komaram Bheem Asifabad,2017,4249.25,December,4218.0
1248,Mahabubabad ,2017,11817.916666666666,December,13780.0
1249,Mahbubnagar,2017,290685.75,December,426167.0
1250,Mancherial,2017,15968.833333333334,December,30328.0
1251,Medak ,2017,643905.75,December,926526.0
1252,Nagarkurnool ,2017,221137.0833333333,December,382879.0
1253,Nalgonda,2017,20159.666666666668,December,25897.0
1254,Nirmal,2017,367090.25,December,340585.0
1255,Nizamabad,2017,1829.0833333333333,December,1787.0
1256,Peddapalli,2017,1241.5,December,1765.0
1257,Rajanna Sircilla ,2017,993278.9166666666,December,1649362.0
1258,Sangareddy ,2017,235287.5,December,356950.0
1259,Siddipet,2017,95476.75,December,142612.0
1260,Wanaparthy ,2017,20391.75,December,22152.0
1261,Warangal (Rural),2017,12020.833333333334,December,21200.0
1262,Warangal (Urban),2017,118333.5,December,126790.0
1263,Yadadri Bhongir,2017,583477.3333333334,December,481075.0
1264,Adilabad,2018,53728.583333333336,December,61476.0
1265,Bhadradri Kothagudem ,2018,316656.5,December,442483.0
1266,Hyderabad,2018,1628637.5833333333,December,1964150.0
1267,Jagtial ,2018,329410.0833333333,December,231323.0
1268,Jangaon ,2018,24251.83333333333,December,36962.0
1269,Jayashankar Bhoopalpally,2018,1407993.75,December,245625.0
1270,Jogulamba Gadwal ,2018,169712.08333333334,December,182333.0
1271,Kamareddy ,2018,47.66666666666666,December,43.0
1272,Karimnagar ,2018,7787.333333333333,December,7800.0
1273,Khammam,2018,118120.08333333331,December,135600.0
1274,Komaram Bheem Asifabad,2018,1879.5,December,2176.0
1275,Mahabubabad ,2018,13832.916666666666,December,17125.0
1276,Mahbubnagar,2018,237692.3333333333,December,198227.0
1277,Mancherial,2018,33167.0,December,31496.0
1278,Medak ,2018,325000.0,December,400000.0
1279,Nagarkurnool ,2018,174077.08333333334,December,198637.0
1280,Nalgonda,2018,13386.5,December,6777.0
1281,Nirmal,2018,348110.4166666667,December,361461.0
1282,Nizamabad,2018,3451.9166666666665,December,355.0
1283,Peddapalli,2018,1854.5,December,1695.0
1284,Rajanna Sircilla ,2018,902852.5833333334,December,950128.0
1285,Sangareddy ,2018,189158.3333333333,December,134000.0
1286,Siddipet,2018,106941.66666666669,December,50000.0
1287,Wanaparthy ,2018,23883.33333333333,December,20556.0
1288,Warangal (Rural),2018,25167.666666666668,December,30062.0
1289,Warangal (Urban),2018,143611.33333333334,December,180643.0
1290,Yadadri Bhongir,2018,1139448.1666666667,December,606510.0
1291,Adilabad,2019,64657.91666666666,December,38089.0
1292,Bhadradri Kothagudem ,2019,1068144.75,December,287328.0
1293,Hyderabad,2019,1150196.8333333333,December,1277569.0
1294,Jagtial ,2019,257176.25,December,372959.0
1295,Jangaon ,2019,27407.5,December,28460.0
1296,Jayashankar Bhoopalpally,2019,55210.833333333336,December,45800.0
1297,Jogulamba Gadwal ,2019,167332.91666666666,December,182333.0
1298,Kamareddy ,2019,44.5,December,45.0
1299,Karimnagar ,2019,6457.583333333333,December,7898.0
1300,Khammam,2019,117786.66666666669,December,124525.0
1301,Komaram Bheem Asifabad,2019,1599.0833333333333,December,2783.0
1302,Mahabubabad ,2019,12740.416666666666,December,12360.0
1303,Mahbubnagar,2019,211234.5833333333,December,148938.0
1304,Mancherial,2019,22484.166666666668,December,16835.0
1305,Medak ,2019,454380.8333333333,December,350710.0
1306,Mulugu,2019,151650.0,December,175100.0
1307,Nagarkurnool ,2019,174442.66666666666,December,198637.0
1308,Nalgonda,2019,11743.166666666666,December,13419.0
1309,Narayanapet,2019,64875.0,December,64355.0
1310,Nirmal,2019,318064.8333333333,December,296050.0
1311,Nizamabad,2019,3861.0833333333335,December,11400.0
1312,Peddapalli,2019,1381.75,December,2315.0
1313,Rajanna Sircilla ,2019,1402741.4166666667,December,1472801.0
1314,Sangareddy ,2019,379430.0,December,478470.0
1315,Siddipet,2019,248988.66666666663,December,217930.0
1316,Wanaparthy ,2019,24886.58333333333,December,20556.0
1317,Warangal (Rural),2019,29458.33333333333,December,32050.0
1318,Warangal (Urban),2019,149602.5,December,147700.0
1319,Yadadri Bhongir,2019,374114.5,December,477635.0
